episode,job_count,machine_count,selection_count,best_source,candidate_count,loss,score_json,hard_violation_count,makespan,bay_internal_cut_length_gap,bay_internal_wo_count_gap,bay_internal_bevel_quantity_gap,bay_internal_occupancy_gap,raw_hard_violation_count,raw_makespan,raw_bay_internal_cut_length_gap,raw_bay_internal_wo_count_gap,raw_bay_internal_bevel_quantity_gap,raw_bay_internal_occupancy_gap,normalized_bay_internal_cut_length_gap,normalized_bay_internal_wo_count_gap,normalized_bay_internal_bevel_quantity_gap,normalized_bay_internal_occupancy_gap
80,138,15,138,22:long_bevel_batch|23:best_fit_lth|24:agent_sample_13|25:lpt_batch|trans:lpt_batch,340,2.217042351,"[0, 294.351675, 331.250777827, 5.0, 21.0, 94.278258]",0,294.351675,331.250777827,5.0,21.0,94.278258,0,294.351675,331.250777827,5.0,21.0,94.278258,3.407228484,2.147849463,3.84229665,2.717964316
81,205,15,205,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.578075695,"[0, 266.129982, 540.749555626, 13.0, 50.0, 44.782991]",0,266.129982,540.749555626,13.0,50.0,44.782991,0,266.129982,540.749555626,13.0,50.0,44.782991,0.876268062,1.251567398,5.829997501,0.438005852
82,115,15,115,22:agent_sample_16|23:agent_sample_7|24:agent_sample_10|25:lpt_batch|trans:lpt_batch,340,1.715346956,"[0, 197.841887, 432.97238019, 8.0, 44.0, 176.743014]",0,197.841887,432.97238019,8.0,44.0,176.743014,0,197.841887,432.97238019,8.0,44.0,176.743014,2.111818946,1.095238095,8.674125874,2.904059836
83,185,15,185,22:lpt_batch|23:agent_sample_60|24:agent_sample_12|25:lpt_batch|trans:lpt_batch,340,2.138051343,"[0, 304.059558, 325.150343921, 15.0, 25.0, 63.394471]",0,304.059558,325.150343921,15.0,25.0,63.394471,0,304.059558,325.150343921,15.0,25.0,63.394471,0.453584478,2.202111614,5.69702381,0.869435298
84,59,15,59,22:agent_sample_19|23:agent_greedy|24:agent_sample_45|25:lpt_batch|trans:lpt_batch,340,1.36951254,"[0, 108.393429, 254.502001545, 4.0, 12.0, 88.954109]",0,108.393429,254.502001545,4.0,12.0,88.954109,0,108.393429,254.502001545,4.0,12.0,88.954109,3.580982057,3.186956522,5.2,3.099453893
85,150,15,150,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.231225562,"[0, 146.343384, 708.490678156, 20.0, 49.0, 104.336798]",0,146.343384,708.490678156,20.0,49.0,104.336798,0,146.343384,708.490678156,20.0,49.0,104.336798,1.287989727,2.27312253,5.706374421,0.992444051
86,207,15,207,22:lpt_batch|23:agent_sample_13|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.310203958,"[0, 342.89829, 586.924934225, 12.0, 26.0, 52.187286]",0,342.89829,586.924934225,12.0,26.0,52.187286,0,342.89829,586.924934225,12.0,26.0,52.187286,0.83096031,1.987406559,5.088888889,0.383993924
87,73,15,73,22:best_fit_lth|23:agent_sample_63|24:agent_sample_60|25:lpt_batch|trans:lpt_batch,340,1.508954692,"[0, 104.861937, 179.616783013, 5.0, 27.0, 75.887848]",0,104.861937,179.616783013,5.0,27.0,75.887848,0,104.861937,179.616783013,5.0,27.0,75.887848,1.028033658,1.410389611,8.435714286,1.496510893
88,156,15,156,22:agent_greedy|23:agent_sample_21|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.044626307,"[0, 222.386857, 305.89964194, 10.0, 37.0, 47.739229]",0,222.386857,305.89964194,10.0,37.0,47.739229,0,222.386857,305.89964194,10.0,37.0,47.739229,0.710308237,2.063376875,6.310849384,0.809664487
89,89,15,89,22:lpt_batch|23:long_cut_batch|24:lpt_batch|25:agent_sample_57|trans:lpt_batch,340,1.601499391,"[0, 163.651321, 846.253314037, 12.0, 35.0, 63.353716]",0,163.651321,846.253314037,12.0,35.0,63.353716,0,163.651321,846.253314037,12.0,35.0,63.353716,2.223523865,2.171428571,6.688043478,0.768582401
90,61,15,61,22:agent_sample_35|23:agent_sample_10|24:agent_sample_11|25:lpt_batch|trans:agent_sample_5,340,1.32287792,"[0, 78.242007, 225.623935757, 5.0, 36.0, 50.719195]",0,78.242007,225.623935757,5.0,36.0,50.719195,0,78.242007,225.623935757,5.0,36.0,50.719195,1.207747651,1.119783811,10.866666667,1.371331133
91,200,15,200,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.308543801,"[0, 240.102346, 683.346143837, 16.0, 49.0, 58.030397]",0,240.102346,683.346143837,16.0,49.0,58.030397,0,240.102346,683.346143837,16.0,49.0,58.030397,1.085402696,1.954445872,6.024223603,0.438876358
92,85,15,85,22:agent_sample_45|23:lpt_batch|24:agent_sample_36|25:lpt_batch|trans:lpt_batch,340,1.601189709,"[0, 144.184589, 565.107573111, 10.0, 25.0, 105.10865]",0,144.184589,565.107573111,10.0,25.0,105.10865,0,144.184589,565.107573111,10.0,25.0,105.10865,1.944627864,1.844865279,9.007936508,1.300476471
93,101,15,101,22:agent_sample_5|23:agent_sample_41|24:agent_sample_55|25:lpt_batch|trans:lpt_batch,340,1.740926385,"[0, 117.957772, 201.377122202, 12.0, 31.0, 47.777452]",0,117.957772,201.377122202,12.0,31.0,47.777452,0,117.957772,201.377122202,12.0,31.0,47.777452,0.550482188,2.46182266,5.103896104,0.638738182
94,79,15,79,22:lpt_batch|23:lpt_batch|24:agent_greedy|25:agent_sample_62|trans:long_cut_batch,340,1.441403818,"[0, 74.940556, 212.707581136, 11.0, 32.0, 36.203225]",0,74.940556,212.707581136,11.0,32.0,36.203225,0,74.940556,212.707581136,11.0,32.0,36.203225,0.898981197,2.182128398,10.352380953,0.616190385
95,95,15,95,22:lpt_batch|23:long_bevel_batch|24:agent_sample_30|25:lpt_batch|trans:lpt_batch,340,1.696295261,"[0, 132.875405, 335.356621161, 10.0, 27.0, 75.12719]",0,132.875405,335.356621161,10.0,27.0,75.12719,0,132.875405,335.356621161,10.0,27.0,75.12719,1.013959779,1.435150376,11.747252748,1.320641761
96,136,15,136,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.92707386,"[0, 129.51778, 302.249392386, 15.0, 39.0, 60.26965]",0,129.51778,302.249392386,15.0,39.0,60.26965,0,129.51778,302.249392386,15.0,39.0,60.26965,0.559443236,1.702930404,5.322021117,0.565848942
97,69,15,69,22:lpt_batch|23:agent_sample_33|24:agent_greedy|25:lpt_batch|trans:lpt_batch,340,1.293008232,"[0, 181.681098, 324.073401179, 10.0, 19.0, 177.83839]",0,181.681098,324.073401179,10.0,19.0,177.83839,0,181.681098,324.073401179,10.0,19.0,177.83839,2.662761607,2.914285715,10.277777778,2.745965557
98,183,15,183,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.069945717,"[0, 312.779108, 405.56830938, 15.0, 44.0, 53.381242]",0,312.779108,405.56830938,15.0,44.0,53.381242,0,312.779108,405.56830938,15.0,44.0,53.381242,0.835256912,2.052611366,6.613113897,0.392629822
99,157,15,157,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.038952589,"[0, 154.766702, 391.800170557, 16.0, 50.0, 48.947586]",0,154.766702,391.800170557,16.0,50.0,48.947586,0,154.766702,391.800170557,16.0,50.0,48.947586,0.678766867,1.879743833,8.117366116,0.416415451
100,182,15,182,22:agent_sample_25|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.142886734,"[0, 278.182257, 327.385198711, 13.0, 36.0, 116.316201]",0,278.182257,327.385198711,13.0,36.0,116.316201,0,278.182257,327.385198711,13.0,36.0,116.316201,0.654250815,2.132343956,4.667210567,0.868494278
101,137,15,137,22:agent_sample_37|23:agent_sample_24|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.98444171,"[0, 191.884825, 544.683298436, 17.0, 35.0, 105.098881]",0,191.884825,544.683298436,17.0,35.0,105.098881,0,191.884825,544.683298436,17.0,35.0,105.098881,0.988738399,2.610777458,8.200083212,1.270372619
102,64,15,64,22:agent_sample_49|23:agent_sample_40|24:agent_sample_8|25:lpt_batch|trans:lpt_batch,340,1.321548212,"[0, 91.797124, 427.460948179, 8.0, 31.0, 107.443403]",0,91.797124,427.460948179,8.0,31.0,107.443403,0,91.797124,427.460948179,8.0,31.0,107.443403,1.930631233,2.040662932,8.151449276,1.809478063
103,131,15,131,22:agent_sample_4|23:agent_sample_11|24:agent_sample_12|25:lpt_batch|trans:lpt_batch,340,1.819388771,"[0, 200.583284, 274.575027206, 10.0, 32.0, 68.227077]",0,200.583284,274.575027206,10.0,32.0,68.227077,0,200.583284,274.575027206,10.0,32.0,68.227077,1.037559061,1.827059897,5.136507936,1.010322558
104,68,15,68,22:agent_sample_51|23:agent_sample_3|24:agent_sample_18|25:lpt_batch|trans:lpt_batch,340,1.51480031,"[0, 131.734426, 515.384755674, 6.0, 25.0, 160.818091]",0,131.734426,515.384755674,6.0,25.0,160.818091,0,131.734426,515.384755674,6.0,25.0,160.818091,3.205887818,1.261559696,4.485380117,2.600074869
105,101,15,101,22:agent_sample_23|23:lpt_batch|24:agent_sample_53|25:lpt_batch|trans:lpt_batch,340,1.634627461,"[0, 107.371895, 236.439113534, 12.0, 27.0, 42.776866]",0,107.371895,236.439113534,12.0,27.0,42.776866,0,107.371895,236.439113534,12.0,27.0,42.776866,0.839203633,2.210036631,6.930952381,0.642240662
106,107,15,107,22:agent_sample_10|23:agent_sample_18|24:agent_sample_20|25:lpt_batch|trans:lpt_batch,340,1.642048705,"[0, 184.898464, 329.112863668, 1.0, 31.0, 184.839863]",0,184.898464,329.112863668,1.0,31.0,184.839863,0,184.898464,329.112863668,1.0,31.0,184.839863,1.317125627,0.444444444,7.59047619,2.691122946
107,123,15,123,22:lpt_batch|23:lpt_batch|24:agent_sample_25|25:lpt_batch|trans:lpt_batch,340,1.815939164,"[0, 151.061377, 335.984696795, 11.0, 48.0, 60.503255]",0,151.061377,335.984696795,11.0,48.0,60.503255,0,151.061377,335.984696795,11.0,48.0,60.503255,0.701640983,1.612639554,7.143543956,0.572728079
108,185,15,185,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.183763242,"[0, 284.675338, 657.621784689, 17.0, 39.0, 55.21717]",0,284.675338,657.621784689,17.0,39.0,55.21717,0,284.675338,657.621784689,17.0,39.0,55.21717,1.410914443,2.364299678,7.744615385,0.510016493
109,123,15,123,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.855748725,"[0, 155.720534, 611.786976603, 13.0, 23.0, 31.412276]",0,155.720534,611.786976603,13.0,23.0,31.412276,0,155.720534,611.786976603,13.0,23.0,31.412276,1.891439905,2.10229429,4.194570136,0.474724385
110,158,15,158,22:lpt_batch|23:agent_sample_22|24:agent_sample_54|25:lpt_batch|trans:lpt_batch,340,1.958086395,"[0, 241.085596, 452.791800518, 17.0, 44.0, 77.017124]",0,241.085596,452.791800518,17.0,44.0,77.017124,0,241.085596,452.791800518,17.0,44.0,77.017124,0.952790026,2.624285714,7.693306693,0.699695111
111,99,15,99,22:agent_sample_30|23:agent_sample_40|24:agent_sample_4|25:lpt_batch|trans:lpt_batch,340,1.552823067,"[0, 176.647596, 401.187519873, 4.0, 20.0, 121.192136]",0,176.647596,401.187519873,4.0,20.0,121.192136,0,176.647596,401.187519873,4.0,20.0,121.192136,1.520628015,1.240223665,5.931818182,1.761052731
112,157,15,157,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.985706162,"[0, 180.729849, 347.316769791, 10.0, 44.0, 25.474349]",0,180.729849,347.316769791,10.0,44.0,25.474349,0,180.729849,347.316769791,10.0,44.0,25.474349,0.780606229,1.206336405,5.685564436,0.258665218
113,110,15,110,22:agent_sample_32|23:agent_sample_49|24:agent_sample_41|25:lpt_batch|trans:lpt_batch,340,1.611563766,"[0, 173.93284, 275.563441253, 8.0, 33.0, 55.047591]",0,173.93284,275.563441253,8.0,33.0,55.047591,0,173.93284,275.563441253,8.0,33.0,55.047591,1.1152953,1.230537883,8.980076628,1.017552291
114,77,15,77,22:agent_sample_22|23:long_bevel_batch|24:agent_sample_21|25:lpt_batch|trans:lpt_batch,340,1.499405074,"[0, 147.322151, 409.989352641, 7.0, 26.0, 150.089587]",0,147.322151,409.989352641,7.0,26.0,150.089587,0,147.322151,409.989352641,7.0,26.0,150.089587,2.647619102,1.831361231,9.544360902,2.888731822
115,183,15,183,22:lpt_batch|23:agent_sample_5|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.085499477,"[0, 268.828163, 547.831490018, 26.0, 31.0, 42.254022]",0,268.828163,547.831490018,26.0,31.0,42.254022,0,268.828163,547.831490018,26.0,31.0,42.254022,0.968216265,3.555281307,6.183087028,0.367972954
116,169,15,169,22:lpt_batch|23:lpt_batch|24:long_cut_batch|25:lpt_batch|trans:lpt_batch,340,2.125312567,"[0, 208.837642, 407.622632365, 11.0, 33.0, 46.105648]",0,208.837642,407.622632365,11.0,33.0,46.105648,0,208.837642,407.622632365,11.0,33.0,46.105648,0.796462142,1.571585558,4.027619047,0.461037148
117,71,15,71,22:agent_sample_7|23:agent_sample_35|24:agent_sample_55|25:lpt_batch|trans:lpt_batch,340,1.524778128,"[0, 112.762463, 213.562134863, 2.0, 21.0, 92.035961]",0,112.762463,213.562134863,2.0,21.0,92.035961,0,112.762463,213.562134863,2.0,21.0,92.035961,1.018552047,0.412955466,6.864285715,1.541721407
118,78,15,78,22:agent_sample_5|23:agent_sample_19|24:agent_sample_15|25:agent_sample_38|trans:agent_sample_50,340,1.519264352,"[0, 125.821059, 185.536145144, 9.0, 17.0, 82.383976]",0,125.821059,185.536145144,9.0,17.0,82.383976,0,125.821059,185.536145144,9.0,17.0,82.383976,0.983961255,1.734554335,6.092631579,1.741570911
119,131,15,131,22:agent_sample_63|23:lpt_batch|24:agent_sample_13|25:lpt_batch|trans:lpt_batch,340,1.918526864,"[0, 164.057106, 491.197945963, 12.0, 34.0, 24.714316]",0,164.057106,491.197945963,12.0,34.0,24.714316,0,164.057106,491.197945963,12.0,34.0,24.714316,1.701387004,2.124970965,6.075706645,0.411372591
120,187,15,187,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.122222185,"[0, 240.486231, 865.604314705, 21.0, 51.0, 34.408332]",0,240.486231,865.604314705,21.0,51.0,34.408332,0,240.486231,865.604314705,21.0,51.0,34.408332,1.396169087,2.312955466,7.607667245,0.319174047
121,72,15,72,22:agent_sample_35|23:agent_sample_37|24:agent_sample_50|25:lpt_batch|trans:lpt_batch,340,1.470495737,"[0, 113.508204, 219.085201887, 5.0, 17.0, 37.012177]",0,113.508204,219.085201887,5.0,17.0,37.012177,0,113.508204,219.085201887,5.0,17.0,37.012177,1.019131181,1.446928917,11.181818182,0.797435613
122,123,15,123,22:agent_sample_26|23:agent_sample_42|24:agent_sample_49|25:lpt_batch|trans:lpt_batch,340,1.688525987,"[0, 225.535857, 205.970473861, 5.0, 27.0, 76.640159]",0,225.535857,205.970473861,5.0,27.0,76.640159,0,225.535857,205.970473861,5.0,27.0,76.640159,1.690834219,2.008805032,9.725174826,1.705634247
123,219,15,219,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.439952803,"[0, 248.717125, 508.384900883, 14.0, 37.0, 58.206619]",0,248.717125,508.384900883,14.0,37.0,58.206619,0,248.717125,508.384900883,14.0,37.0,58.206619,0.922201977,1.230073374,5.053567252,0.423676815
124,93,15,93,22:agent_sample_43|23:agent_sample_22|24:agent_sample_50|25:lpt_batch|trans:lpt_batch,340,1.51047709,"[0, 183.830969, 400.659939377, 8.0, 26.0, 100.778246]",0,183.830969,400.659939377,8.0,26.0,100.778246,0,183.830969,400.659939377,8.0,26.0,100.778246,1.498202782,1.572481114,7.855263158,1.475718884
125,150,15,150,22:lpt_batch|23:lpt_batch|24:agent_sample_25|25:lpt_batch|trans:lpt_batch,340,1.926777625,"[0, 219.104025, 289.461676853, 10.0, 31.0, 55.771879]",0,219.104025,289.461676853,10.0,31.0,55.771879,0,219.104025,289.461676853,10.0,31.0,55.771879,0.664096183,1.229524772,4.283064607,0.582665441
126,193,15,193,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.205030251,"[0, 272.01342, 596.716557407, 17.0, 21.0, 59.205485]",0,272.01342,596.716557407,17.0,21.0,59.205485,0,272.01342,596.716557407,17.0,21.0,59.205485,1.136979724,1.827161948,4.636288998,0.46640282
127,170,15,170,22:lpt_batch|23:lpt_batch|24:agent_sample_42|25:lpt_batch|trans:lpt_batch,340,2.10271616,"[0, 232.742707, 293.885953373, 15.0, 28.0, 51.052496]",0,232.742707,293.885953373,15.0,28.0,51.052496,0,232.742707,293.885953373,15.0,28.0,51.052496,0.720416134,2.037110423,8.596825396,0.485096247
128,85,15,85,22:agent_sample_60|23:agent_sample_57|24:agent_sample_27|25:lpt_batch|trans:lpt_batch,340,1.494769096,"[0, 119.479232, 243.466213195, 8.0, 22.0, 34.281817]",0,119.479232,243.466213195,8.0,22.0,34.281817,0,119.479232,243.466213195,8.0,22.0,34.281817,0.95118522,1.870129869,6.22972583,0.550593099
129,146,15,146,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.018567109,"[0, 172.464715, 443.703974051, 9.0, 38.0, 46.798577]",0,172.464715,443.703974051,9.0,38.0,46.798577,0,172.464715,443.703974051,9.0,38.0,46.798577,1.01723537,1.114043646,4.529692082,0.468040837
130,119,15,119,22:agent_sample_31|23:agent_sample_48|24:agent_sample_50|25:lpt_batch|trans:lpt_batch,340,1.639340973,"[0, 162.866653, 252.881540786, 15.0, 35.0, 67.338539]",0,162.866653,252.881540786,15.0,35.0,67.338539,0,162.866653,252.881540786,15.0,35.0,67.338539,0.670407112,2.437405731,5.565162907,0.81213193
131,87,15,87,22:agent_sample_20|23:agent_sample_15|24:agent_sample_54|25:lpt_batch|trans:lpt_batch,340,1.313721299,"[0, 108.982676, 250.032970454, 14.0, 26.0, 59.808909]",0,108.982676,250.032970454,14.0,26.0,59.808909,0,108.982676,250.032970454,14.0,26.0,59.808909,0.792925907,2.647478992,7.578696742,0.759520183
132,198,15,198,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.183949995,"[0, 267.340457, 783.21495388, 15.0, 45.0, 53.830261]",0,267.340457,783.21495388,15.0,45.0,53.830261,0,267.340457,783.21495388,15.0,45.0,53.830261,1.189471353,1.305345576,5.294873532,0.395282795
133,117,15,117,22:lpt_batch|23:lpt_batch|24:agent_sample_3|25:lpt_batch|trans:agent_sample_30,340,1.58131175,"[0, 181.486049, 678.446271019, 19.0, 42.0, 50.421655]",0,181.486049,678.446271019,19.0,42.0,50.421655,0,181.486049,678.446271019,19.0,42.0,50.421655,1.324350702,2.426287907,7.118832149,0.530858878
134,144,15,144,22:agent_sample_41|23:agent_sample_52|24:agent_sample_61|25:lpt_batch|trans:lpt_batch,340,1.838971853,"[0, 227.886482, 158.613899459, 12.0, 39.0, 89.181524]",0,227.886482,158.613899459,12.0,39.0,89.181524,0,227.886482,158.613899459,12.0,39.0,89.181524,0.349125675,2.766214178,5.836128364,0.936991598
135,160,15,160,22:lpt_batch|23:agent_greedy|24:agent_sample_3|25:lpt_batch|trans:lpt_batch,340,1.809724534,"[0, 198.380777, 191.77808722, 11.0, 25.0, 46.1658]",0,198.380777,191.77808722,11.0,25.0,46.1658,0,198.380777,191.77808722,11.0,25.0,46.1658,0.587261577,1.913043478,6.410594476,0.456442766
136,162,15,162,22:agent_sample_39|23:agent_sample_24|24:agent_sample_46|25:lpt_batch|trans:lpt_batch,340,1.844638789,"[0, 276.949418, 239.582749402, 17.0, 34.0, 55.066642]",0,276.949418,239.582749402,17.0,34.0,55.066642,0,276.949418,239.582749402,17.0,34.0,55.066642,0.585576012,2.868999421,5.81428195,0.477443912
137,126,15,126,22:lpt_batch|23:agent_sample_33|24:agent_sample_32|25:lpt_batch|trans:lpt_batch,340,1.630218363,"[0, 167.835237, 274.745518364, 7.0, 38.0, 25.136334]",0,167.835237,274.745518364,7.0,38.0,25.136334,0,167.835237,274.745518364,7.0,38.0,25.136334,0.600711234,1.532887402,8.729186603,0.338236337
138,188,15,188,22:lpt_batch|23:lpt_batch|24:agent_sample_45|25:lpt_batch|trans:lpt_batch,340,2.130406117,"[0, 197.399338, 239.413091957, 15.0, 33.0, 99.683204]",0,197.399338,239.413091957,15.0,33.0,99.683204,0,197.399338,239.413091957,15.0,33.0,99.683204,0.421106203,1.295238095,6.06065503,0.68461741
139,184,15,184,22:lpt_batch|23:agent_sample_15|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.904921842,"[0, 245.186476, 226.268139862, 17.0, 26.0, 79.814668]",0,245.186476,226.268139862,17.0,26.0,79.814668,0,245.186476,226.268139862,17.0,26.0,79.814668,0.316555564,2.248677249,3.382505176,0.656034346
140,157,15,157,22:agent_sample_13|23:agent_sample_13|24:agent_sample_23|25:lpt_batch|trans:lpt_batch,340,1.688808453,"[0, 291.652428, 290.254544541, 1.0, 26.0, 104.261635]",0,291.652428,290.254544541,1.0,26.0,104.261635,0,291.652428,290.254544541,1.0,26.0,104.261635,1.379241466,0.571428571,7.031759907,1.537277487
141,191,15,191,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.071532989,"[0, 252.73551, 462.057905413, 12.0, 35.0, 37.930313]",0,252.73551,462.057905413,12.0,35.0,37.930313,0,252.73551,462.057905413,12.0,35.0,37.930313,0.881839653,1.344469322,4.072892041,0.351631313
142,171,15,171,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.879342008,"[0, 224.528319, 404.89894975, 18.0, 51.0, 43.408956]",0,224.528319,404.89894975,18.0,51.0,43.408956,0,224.528319,404.89894975,18.0,51.0,43.408956,0.865205602,2.228092403,7.551102493,0.330827032
143,175,15,175,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.930085897,"[0, 275.728274, 550.073093271, 13.0, 30.0, 31.895008]",0,275.728274,550.073093271,13.0,30.0,31.895008,0,275.728274,550.073093271,13.0,30.0,31.895008,1.687697396,2.036363636,3.390769231,0.400172446
144,208,15,208,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.090361834,"[0, 296.047234, 606.225525738, 18.0, 39.0, 69.027535]",0,296.047234,606.225525738,18.0,39.0,69.027535,0,296.047234,606.225525738,18.0,39.0,69.027535,0.836150166,2.177013074,4.920902255,0.634645807
145,195,15,195,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.14014039,"[0, 218.654792, 418.258530962, 15.0, 29.0, 47.355542]",0,218.654792,418.258530962,15.0,29.0,47.355542,0,218.654792,418.258530962,15.0,29.0,47.355542,0.602067848,1.319908814,2.930124777,0.369425244
146,56,15,56,22:agent_sample_26|23:agent_sample_22|24:agent_sample_17|25:agent_sample_21|trans:lpt_batch,340,0.990969777,"[0, 104.206262, 201.431828035, 8.0, 16.0, 82.781115]",0,104.206262,201.431828035,8.0,16.0,82.781115,0,104.206262,201.431828035,8.0,16.0,82.781115,2.465563068,2.702380953,10.333333334,2.248314284
147,143,15,143,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.732874966,"[0, 259.77111, 551.781970641, 14.0, 19.0, 46.404198]",0,259.77111,551.781970641,14.0,19.0,46.404198,0,259.77111,551.781970641,14.0,19.0,46.404198,1.655101035,2.163397129,4.854302422,0.529534765
148,73,15,73,22:lpt_batch|23:agent_sample_10|24:agent_sample_37|25:agent_sample_35|trans:agent_sample_27,340,1.139085555,"[0, 96.069641, 394.549367004, 14.0, 27.0, 62.082397]",0,96.069641,394.549367004,14.0,27.0,62.082397,0,96.069641,394.549367004,14.0,27.0,62.082397,1.599356382,2.851336898,7.661538462,0.955545636
